"adcbbca64d2d78a77b378db487717e38","X83e200e6aa49b79396f052dd3db97e6b","c95c29828395a6f53f96e96619916532","cb3a451b5f9718c07b491a77b14ef21f","cd3909b22b87684aafd93fcb66630f52","X4c294f9a88e58b0e40a2b19f4658c209","db424461aa669374102fa17ac4539038","b9d614025bf292dfb0db9f43d7357e14","X6c2a9a5a94270ee454cfb2dea1d31449","e492ea34ac6862586016b7aef65e35b9","aba8c17e313c37c938998554292445ba","X854a42379977827cb58c0eb74385690e","f02f4c216369c6a2e4ee447ffe47fddd","X7e537c12b9af4d0e06d9c229f25d2176","X5203c525a0d0a6c831885ac86a569081","d57501b44a85f6263ef7c36c9256fb92","bc4e3995ef291067acb3295ec94e26f1","X2788faa17a6772b439ab79a71363f4bb","df5dc83b05bd8f335e08f17b5a4c56e9","a34ba93b4dc7cc8362f362f9d520321b","X5aa6addb5feb5f7301d7f21bab3e35e8","X6377e612d1fdfdadf18255fc486ce608","X2cd30e9eda91687ba73dcae76f4f1880","f4d6321c5a128364c3ec9543e21e7cde","X4c7a497eca1fa3081f152adbbce602fb","X674cc9dfd5b8ed175ac63bc9348f2759","X4b594c8bf63bbb3f04615c7b142e1e14","X89966a5669a7741fbe4f099c918f0cf1","X2666fa031db96860468588bef43bbb61","X767ae4be31c7c3b75e743a94f0214ae0","e8165c825d679874a9c71c16408fbbfd","X5a8f0b46a094391e9436f875639034e9","f4ddba285154bdd47f4dc510c2038305","X28140dabde227041d333d23976ce302f","fd76d28f77b2e33857a2df3871c3cc53","X01353923e2e6219198b8d092099e0d9f","deaf8029eba24ec9cfc9f77e9689423e","X6c14479fad19a60d42ec33c478c66afb","bb73a54327f61f691fd1eeb5f230e02c","c744d1d19f0607a409fed8eeebc5cff1","X5f8bc9840120e2fcddfb562429e6f0eb","X9104c4b42757f253f35768d341c2a32b","X679658942f667409a7b9907845816380","dacf22eb1a2065568c1175d1a76c9dc7","X67f3fcab907a9ed2927806173348b4af","X879815b1626853f4af4a4f0e85703fd2","X4f359f019c5e22e6bd5bb03534b84411","be5f7561425c2fdf15e1347047e3a7ba","b81a5b1c47a7eb2b73b4ed9fa1d9b464","X0adb29e1ef7ab1df5fc551a2511c05ba","X40178a7b2400cd0be400a0e1069762fa","X1bc8c1807a800c2c8220ca1a13e4fdb9","f6bf584c4081d96e0ad688a16a806432","a6499c331ca652a5c070f51ef025b901","f93b764d7ef2fc78c19f2d419cc3c5e5","f3a6c6bd550ccaf6c3b68f0c996e1225","X94d50b1f2833352b7cb2e07533944c20","e06356a1143ac7bc41c0bc6aea20d3ae","X82d659604fd62ef71fa6449465d6d8d4","dbc7407c0c194353c292d8aa95922b3a","X3129410b374e76459623a9edb0f6413d","ba197f79f441eb350a6366b5742854e1","X7e501bf21cd1a7090a5282791c520d8b","X6090c45400591b19f181add95bb578f2","X2b423d4a16ef1539110bd1a85db1263d","X316678fa9cd140393f2c97e86e22438f","X6c9635ea49acec132fb91c161c73e041","b2b3c0f0b487edaf28d7a348b354cdcb","X4c37137a09c7b0c510bc7fd05f4d2eda","X05469e3983d48719f2809a67d7f565df","X5b599be724e69b799572618d657d636c","X5ac573def95575947f986f0da3a97a6e","bcae8f7d2c42acfe3559c665f68f6320","X727b6b6cf7c088343cdffe253b5db3df","X31fb9c4004ca6f4d986d5d91745dbca2","X057b594a0df41c1752943ca6e992c826","X9fae180100965f03f0705863528e069d","X2b593463d8985ac4982a9aa29d2ca881","e6027fe97fc1dd3a662ba33605bd7eae","febc72c8f1a103badab63be01c614c31","e5196607556bbe9599a2991e537380c7","acbb69f2765ac3cdfee0c072acb0acfc","X61dcbb58a35735e631793862afa39fe6","X429fd8943b73988d3fde3ca9bc54d07c","X81b50cbc69b355d6a2207d370e9634c5","ffc36e27c82042664a16bcd4d380b286","X353dc9e514176baefc24b952e1309bba","X4a7f867d55034fd3b2b4b28e0b1dda36","X7b361820964e8c6ced5aec81f54bcfea","f8fef0cf8011b5b04640cc5c3ab79a3f","fb7f0fc29144d404cf96d40f1350694f","SampleID","community.number","community.name","chem.code","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","complexity","well","plate"
164,122,206,1994,0,2362,1055,357,0,0,8,0,831,600,43,0,256,145,0,956,0,0,0,0,165,0,0,0,43,0,128,0,0,7,0,14,0,0,0,0,30,58,0,97,0,0,21,0,0,1,0,0,0,0,57,137,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,"c06w16C3",6,"R_ID_7.16_6_R5(1)_TSS","T",0,0,0,0,0,0,0,1,1,"C3",16
10,134,265,124,0,3882,35,1838,0,0,0,0,1265,961,20,0,25,0,0,7,0,0,0,5,225,0,0,0,0,0,752,0,0,0,0,9,0,0,0,0,80,327,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,"c06w16C4",6,"R_ID_7.16_6_R5(1)_TSS","AO",1,0,0,0,0,0,1,0,2,"C4",16
193,145,219,1379,0,2154,1231,627,0,0,13,0,771,561,50,0,204,157,0,1125,0,0,0,0,161,7,0,0,38,0,199,0,0,0,0,23,0,0,0,0,75,99,0,92,0,0,52,0,0,0,0,0,0,0,85,139,0,0,0,0,0,33,0,0,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,"c06w16D2",6,"R_ID_7.16_6_R5(1)_TSS","D",0,0,1,0,0,0,0,0,1,"D2",16
152,158,187,1804,0,2213,942,596,0,0,9,0,801,570,64,0,246,105,0,1013,0,0,0,0,140,0,0,0,42,0,215,0,0,11,0,25,0,0,0,0,57,100,0,73,0,0,74,0,0,0,0,0,0,0,45,153,0,0,0,0,0,22,0,0,0,0,0,0,0,6,0,28,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,"c06w16D5",6,"R_ID_7.16_6_R5(1)_TSS","CT",0,1,0,0,0,0,0,1,2,"D5",16
112,142,176,1858,0,2297,863,431,8,0,13,0,781,559,50,0,260,72,0,1308,0,0,0,0,147,0,0,0,42,0,173,0,0,18,0,8,0,0,0,0,70,90,0,69,0,0,66,0,0,0,0,0,0,0,35,179,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,"c06w16D7",6,"R_ID_7.16_6_R5(1)_TSS","IT",0,0,0,0,1,0,0,1,2,"D7",16
230,206,264,1186,0,1673,1435,792,0,0,13,0,528,586,64,0,173,191,0,622,0,0,0,0,134,15,0,0,35,0,605,0,0,9,0,14,0,0,0,0,59,260,0,116,0,0,89,0,0,0,0,0,0,0,119,101,0,0,0,0,0,40,0,0,0,0,0,0,0,13,0,31,0,36,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,"c06w16G2",6,"R_ID_7.16_6_R5(1)_TSS","M",0,0,0,0,0,1,0,0,1,"G2",16
182,186,251,1721,0,2343,1289,576,0,0,17,0,804,360,76,0,232,147,0,741,0,0,0,9,88,14,0,0,29,0,260,0,0,0,0,5,0,0,0,0,49,113,0,101,0,0,48,0,0,0,0,0,0,0,65,90,0,0,0,0,0,35,0,0,0,0,0,0,0,6,0,43,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,"c06w17E11",6,"R_ID_7.16_6_R5(1)_TSS","AGIM",1,0,0,1,1,1,0,0,4,"E11",17
227,110,155,1251,0,2366,1149,494,0,0,21,0,809,956,32,0,141,183,0,959,0,0,0,6,274,4,0,4,48,0,185,0,0,0,0,21,0,0,0,0,45,73,0,102,0,0,22,0,0,0,0,0,0,0,64,67,0,0,0,0,0,47,0,0,0,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,"c06w1B2",6,"R_ID_7.16_6_R5(1)_TSS","A",1,0,0,0,0,0,0,0,1,"B2",1
258,146,226,1707,0,2062,1127,263,0,0,19,0,711,1094,48,0,289,182,0,703,0,0,0,5,263,4,0,0,37,0,259,0,0,0,0,27,0,0,0,0,42,92,0,91,0,0,15,0,0,1,0,0,0,0,72,34,0,0,0,0,0,28,0,0,0,0,0,0,0,7,0,29,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,"c06w1B5",6,"R_ID_7.16_6_R5(1)_TSS","CM",0,1,0,0,0,1,0,0,2,"B5",1
190,140,167,1828,0,2531,1217,341,0,0,17,0,804,699,33,0,266,159,0,725,0,0,0,0,206,0,0,0,34,0,174,0,0,0,0,13,0,0,0,0,8,60,0,101,0,0,13,0,0,0,0,0,0,0,60,67,0,0,0,0,0,26,0,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"c06w1E2",6,"R_ID_7.16_6_R5(1)_TSS","G",0,0,0,1,0,0,0,0,1,"E2",1
252,165,185,1441,0,1862,1091,635,0,0,8,0,610,1243,70,0,223,159,0,412,0,0,0,0,323,11,0,0,46,0,468,0,0,5,0,36,0,0,0,0,102,197,0,84,0,0,29,0,0,1,0,0,0,0,60,46,0,0,0,0,0,23,0,0,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,"c06w1E6",6,"R_ID_7.16_6_R5(1)_TSS","GM",0,0,0,1,0,1,0,0,2,"E6",1
190,139,158,1664,0,2476,1204,445,0,0,8,0,853,706,42,0,220,181,0,777,0,0,0,4,206,4,0,0,43,0,175,0,0,0,0,21,0,0,0,0,22,59,0,85,0,0,9,0,0,0,0,0,0,0,75,56,0,0,0,0,0,30,0,0,0,0,0,0,0,13,0,23,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,"c06w1F2",6,"R_ID_7.16_6_R5(1)_TSS","I",0,0,0,0,1,0,0,0,1,"F2",1
283,171,225,830,0,1968,1289,542,0,0,0,0,614,1001,62,0,146,245,0,238,0,0,0,5,272,20,0,0,45,0,876,0,0,0,0,55,0,0,0,0,62,375,0,108,0,0,53,0,0,0,0,0,0,0,76,56,0,0,0,0,0,45,0,0,0,0,0,0,0,22,0,33,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,"c06w1G2",6,"R_ID_7.16_6_R5(1)_TSS","M",0,0,0,0,0,1,0,0,1,"G2",1
223,155,166,1582,0,2495,1233,492,0,0,12,0,858,784,42,0,217,169,0,598,0,0,0,6,215,6,0,0,51,0,197,0,0,0,0,6,0,0,0,0,21,75,0,83,0,0,17,0,0,0,0,0,0,0,65,50,0,0,0,0,0,39,0,0,0,0,0,0,0,15,0,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,"c06w1G3",6,"R_ID_7.16_6_R5(1)_TSS","AI",1,0,0,0,1,0,0,0,2,"G3",1
12,103,232,25,0,3599,11,2309,0,0,0,0,1257,680,0,0,0,0,0,9,0,0,0,0,196,0,0,0,0,0,969,0,0,0,0,15,0,0,0,0,129,420,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,"c06w20D4",6,"R_ID_7.16_6_R5(1)_TSS","ACDGIMOT",1,1,1,1,1,1,1,1,8,"D4",20
141,143,197,1766,0,2161,1050,747,0,0,13,0,731,421,33,0,226,103,0,1317,0,0,0,9,101,19,0,0,33,0,155,0,0,0,0,16,0,0,0,0,82,78,0,74,0,0,72,0,0,0,0,0,0,0,41,103,0,0,0,0,0,32,0,0,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,"c06w20D9",6,"R_ID_7.16_6_R5(1)_TSS","Control",0,0,0,0,0,0,0,0,0,"D9",20
5,102,246,11,0,3875,7,2483,0,0,0,0,1310,703,25,0,0,9,0,0,0,0,0,7,160,0,0,0,0,0,703,0,0,0,0,7,0,0,0,0,44,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,"c06w2D9",6,"R_ID_7.16_6_R5(1)_TSS","ACMO",1,1,0,0,0,1,1,0,4,"D9",2
210,173,202,1666,0,2149,1212,649,0,0,41,0,774,441,55,0,230,186,0,761,0,0,0,0,98,14,0,0,34,0,291,0,0,0,0,9,0,0,0,0,69,124,0,114,0,0,77,0,0,0,0,0,0,0,70,122,0,0,0,0,0,31,0,0,0,0,0,0,0,9,0,30,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,"c06w2E11",6,"R_ID_7.16_6_R5(1)_TSS","AGIM",1,0,0,1,1,1,0,0,4,"E11",2
128,135,215,1749,0,2477,897,790,0,0,8,0,859,574,27,0,219,96,0,738,0,0,0,4,131,0,0,0,47,0,212,0,0,0,0,16,0,0,0,0,102,112,0,84,0,0,43,0,0,1,0,0,0,0,48,81,0,0,0,0,0,29,0,0,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"c06w3G6",6,"R_ID_7.16_6_R5(1)_TSS","DGIT",0,0,1,1,1,0,0,1,4,"G6",3
197,145,240,1547,0,2130,1172,524,0,0,37,0,780,602,49,0,246,139,0,1087,0,0,0,6,171,12,0,0,48,0,175,0,0,0,0,4,0,0,0,0,117,73,0,73,0,0,35,0,0,0,0,0,0,0,63,90,0,0,0,0,0,29,0,0,0,0,0,0,0,5,0,26,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,"c06w6B2",6,"R_ID_7.16_6_R5(1)_TSS","A",1,0,0,0,0,0,0,0,1,"B2",6
157,139,200,1635,0,2530,1147,112,0,0,8,0,875,611,47,0,260,130,0,1055,4,0,0,3,156,0,0,0,40,0,233,0,0,0,0,14,0,0,0,0,31,101,0,116,0,0,20,0,0,1,0,0,0,0,56,106,0,0,0,0,0,30,0,0,0,0,0,0,0,6,0,23,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,"c06w6C2",6,"R_ID_7.16_6_R5(1)_TSS","C",0,1,0,0,0,0,0,0,1,"C2",6
12,120,293,134,2,4157,26,1612,0,0,0,0,1401,1073,25,0,19,0,0,8,0,0,0,9,329,0,0,0,0,0,473,0,0,0,0,13,0,0,0,0,21,212,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,0,0,0,0,0,0,0,0,0,"c06w6C4",6,"R_ID_7.16_6_R5(1)_TSS","AO",1,0,0,0,0,0,1,0,2,"C4",6
169,131,238,1981,0,2067,1123,261,0,0,15,0,707,656,50,0,269,178,0,996,0,0,0,1,166,0,0,0,47,0,233,0,0,0,0,8,0,0,0,0,25,83,0,111,0,0,28,0,0,0,0,0,0,0,58,175,0,0,0,0,0,28,0,0,0,0,0,0,0,15,0,13,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,"c06w6D2",6,"R_ID_7.16_6_R5(1)_TSS","D",0,0,1,0,0,0,0,0,1,"D2",6
186,167,200,2151,0,1959,1284,305,0,0,36,0,750,485,52,0,331,159,0,800,0,0,0,8,135,15,0,0,45,0,214,0,0,0,0,11,0,0,0,0,73,103,0,81,0,0,43,0,0,1,0,0,0,0,77,88,0,0,0,0,0,48,0,0,0,0,0,0,0,19,0,21,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,6,0,"c06w6E2",6,"R_ID_7.16_6_R5(1)_TSS","G",0,0,0,1,0,0,0,0,1,"E2",6
124,193,221,2025,0,2402,988,614,0,0,13,0,829,380,58,0,302,79,0,755,0,0,0,0,103,5,0,0,31,0,202,0,0,6,0,17,0,0,0,0,35,75,0,104,0,0,47,0,0,0,0,0,0,0,41,147,0,0,0,0,0,24,0,0,0,0,0,0,0,15,0,26,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,"c06w6E5",6,"R_ID_7.16_6_R5(1)_TSS","DG",0,0,1,1,0,0,0,0,2,"E5",6
0,107,246,17,0,4893,0,1282,0,0,0,0,1698,1089,0,0,9,0,0,7,0,0,0,0,273,0,0,0,0,0,201,0,0,6,0,17,0,0,0,0,21,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,"c06w8F4",6,"R_ID_7.16_6_R5(1)_TSS","CDOT",0,1,1,0,0,0,1,1,4,"F4",8
142,191,235,1909,0,2182,1053,686,0,0,18,0,766,528,66,0,297,95,0,719,0,0,0,5,128,5,0,0,47,0,230,0,0,0,0,12,0,0,0,0,63,90,0,82,0,0,56,0,0,0,0,0,0,0,51,123,0,0,0,0,0,28,0,0,0,0,0,0,0,5,0,32,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,5,0,"c06w8G6",6,"R_ID_7.16_6_R5(1)_TSS","DGIT",0,0,1,1,1,0,0,1,4,"G6",8
2162,1828,1337,0,1577,0,0,901,0,0,186,0,0,0,0,0,0,0,0,0,0,279,218,64,0,181,42,0,475,0,0,0,0,22,0,23,0,0,46,14,0,0,0,0,0,0,67,6,0,186,0,14,0,0,0,0,0,66,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,"c07w10G11",7,"R_ID_7.16_7_R1(1)_TSS","Control",0,0,0,0,0,0,0,0,0,"G11",10
146,3265,2494,23,1410,0,5,1390,0,0,28,0,0,0,0,0,13,0,0,0,0,46,149,73,0,53,26,0,271,0,0,0,0,39,0,44,4,0,67,10,0,0,0,0,0,0,58,0,0,112,0,14,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c07w11B3",7,"R_ID_7.16_7_R1(1)_TSS","O",0,0,0,0,0,0,1,0,1,"B3",11
2381,1978,1431,8,1685,0,0,678,0,0,176,0,0,0,0,0,0,0,0,0,0,272,216,66,0,201,46,0,368,0,0,0,0,28,0,18,0,0,67,0,0,0,0,0,0,0,80,0,0,132,0,0,0,0,0,0,0,91,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"c07w11B5",7,"R_ID_7.16_7_R1(1)_TSS","CM",0,1,0,0,0,1,0,0,2,"B5",11
2644,1849,1439,11,1431,0,0,769,0,0,170,0,0,0,0,0,0,9,0,0,0,280,241,56,0,196,34,0,404,0,0,0,0,25,0,20,2,0,60,3,0,0,0,0,0,0,60,0,0,133,0,0,0,0,0,0,0,98,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c07w11C3",7,"R_ID_7.16_7_R1(1)_TSS","T",0,0,0,0,0,0,0,1,1,"C3",11
2262,1829,1338,9,1852,0,0,849,0,0,201,0,0,0,0,0,0,4,0,0,0,289,237,60,0,216,41,0,381,0,0,0,0,15,0,13,0,0,65,0,0,0,0,0,0,0,30,0,0,133,0,0,0,0,0,0,0,100,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,"c07w11C6",7,"R_ID_7.16_7_R1(1)_TSS","DT",0,0,1,0,0,0,0,1,2,"C6",11
138,3429,2580,0,1634,0,0,1242,0,0,31,0,0,0,0,0,0,0,0,0,0,47,113,77,0,30,22,0,233,0,0,5,0,49,0,30,0,0,81,2,0,0,0,0,0,0,81,0,0,59,0,0,0,0,0,0,0,17,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"c07w11C7",7,"R_ID_7.16_7_R1(1)_TSS","IO",0,0,0,0,1,0,1,0,2,"C7",11
2326,2171,1647,6,1454,0,0,798,0,0,168,0,0,0,0,0,0,0,0,0,0,258,197,76,0,174,43,0,305,0,0,0,0,22,0,16,0,0,35,0,0,0,0,0,0,0,58,0,0,101,0,0,0,0,0,0,0,106,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c07w11F3",7,"R_ID_7.16_7_R1(1)_TSS","AG",1,0,0,1,0,0,0,0,2,"F3",11
2173,2059,1479,24,1440,0,5,871,0,0,162,0,0,0,0,0,7,0,0,0,0,304,216,70,0,183,30,0,454,0,0,0,0,18,0,18,4,0,45,2,0,0,0,0,0,0,92,0,0,160,0,0,0,0,0,0,0,83,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,"c07w11G2",7,"R_ID_7.16_7_R1(1)_TSS","M",0,0,0,0,0,1,0,0,1,"G2",11
2324,1838,1379,0,1630,0,0,672,0,0,209,0,0,0,0,0,0,0,0,0,0,332,339,62,1,203,53,0,453,0,0,0,0,20,0,24,0,0,49,0,0,0,0,0,0,0,66,0,0,133,0,0,0,0,0,0,0,111,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,"c07w11G6",7,"R_ID_7.16_7_R1(1)_TSS","GT",0,0,0,1,0,0,0,1,2,"G6",11
60,3385,2422,0,688,0,0,2856,0,0,0,0,0,0,0,0,0,0,0,0,0,48,184,76,10,0,33,0,45,0,0,23,0,45,0,33,0,0,3,0,17,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c07w12F10",7,"R_ID_7.16_7_R1(1)_TSS","ADIO",1,0,1,0,1,0,1,0,4,"F10",12
1943,1972,1444,25,1681,0,0,839,0,0,155,0,0,0,0,0,15,0,0,0,0,203,511,39,4,143,42,0,430,0,0,2,0,23,0,23,7,0,70,22,0,0,0,0,0,0,60,0,0,132,0,0,0,0,0,0,0,68,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,"c07w15B7",7,"R_ID_7.16_7_R1(1)_TSS","Control",0,0,0,0,0,0,0,0,0,"B7",15
23,3277,2409,29,826,0,0,2846,0,0,0,0,0,0,0,0,13,0,0,0,0,48,214,59,0,0,18,0,16,0,0,28,0,38,0,62,0,0,3,0,14,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c07w15D4",7,"R_ID_7.16_7_R1(1)_TSS","ACDGIMOT",1,1,1,1,1,1,1,1,8,"D4",15
1675,2196,1488,85,1511,0,8,1081,0,0,195,0,0,0,0,0,19,0,0,0,0,255,419,68,6,185,43,0,323,0,0,3,0,16,0,15,4,0,58,5,0,0,0,0,0,0,72,0,0,107,0,0,0,0,0,0,0,77,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,"c07w16B2",7,"R_ID_7.16_7_R1(1)_TSS","A",1,0,0,0,0,0,0,0,1,"B2",16
1641,2419,1614,3,1670,0,0,695,0,0,168,0,0,0,0,0,0,0,0,0,0,250,251,53,0,182,62,0,450,0,0,0,0,22,0,30,0,0,34,8,0,0,0,0,0,0,96,0,0,153,0,0,0,0,0,0,0,99,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,"c07w16B7",7,"R_ID_7.16_7_R1(1)_TSS","IM",0,0,0,0,1,1,0,0,2,"B7",16
2067,2051,1405,13,1998,0,0,747,0,0,164,0,0,0,0,0,0,0,0,0,0,271,409,49,1,185,74,0,232,0,0,0,0,19,0,3,0,0,36,5,0,0,0,0,0,0,68,0,0,70,0,0,0,0,0,0,0,82,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,"c07w16D2",7,"R_ID_7.16_7_R1(1)_TSS","D",0,0,1,0,0,0,0,0,1,"D2",16
2235,1761,1340,0,1888,0,0,805,0,0,220,0,0,0,0,0,0,0,0,0,0,301,422,65,0,214,59,0,278,0,0,0,0,27,0,6,0,0,35,17,0,0,0,0,0,0,80,0,0,83,0,0,0,0,0,0,0,107,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,"c07w16E3",7,"R_ID_7.16_7_R1(1)_TSS","AD",1,0,1,0,0,0,0,0,2,"E3",16
1793,1971,1453,10,1660,0,0,877,0,0,236,0,0,0,0,0,0,0,0,0,0,394,376,47,0,280,62,0,314,0,0,0,0,32,0,13,0,0,77,3,0,0,0,0,0,0,85,0,0,112,0,0,0,0,0,0,0,129,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,"c07w17E11",7,"R_ID_7.16_7_R1(1)_TSS","AGIM",1,0,0,1,1,1,0,0,4,"E11",17
16,3536,2405,7,857,0,0,2650,0,0,10,0,0,0,0,0,0,0,0,0,0,36,149,64,5,22,56,0,21,0,0,8,0,40,0,36,0,0,3,0,18,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"c07w18F4",7,"R_ID_7.16_7_R1(1)_TSS","CDOT",0,1,1,0,0,0,1,1,4,"F4",18
1804,1803,1329,24,1865,58,23,839,0,0,129,0,12,15,0,0,0,7,0,0,0,212,705,69,5,144,32,0,226,0,0,0,0,20,0,17,0,0,21,20,0,2,0,0,0,0,85,13,0,75,0,27,0,0,0,0,0,90,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,"c07w1B2",7,"R_ID_7.16_7_R1(1)_TSS","A",1,0,0,0,0,0,0,0,1,"B2",1
101,3253,2413,0,2045,0,0,1449,0,0,15,0,0,0,0,0,0,0,0,0,0,30,203,58,0,15,5,0,118,0,0,12,0,40,0,16,0,0,64,14,0,0,0,0,0,0,25,0,0,48,0,0,0,0,0,0,0,9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c07w1B3",7,"R_ID_7.16_7_R1(1)_TSS","O",0,0,0,0,0,0,1,0,1,"B3",1
2608,1999,1479,0,1725,0,0,452,0,0,116,0,0,0,0,0,0,1,0,0,0,238,527,49,6,123,27,0,221,0,0,0,0,26,0,13,0,0,80,0,0,0,0,0,0,0,94,0,0,72,0,0,0,0,0,0,0,100,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,"c07w1C2",7,"R_ID_7.16_7_R1(1)_TSS","C",0,1,0,0,0,0,0,0,1,"C2",1
